,Organism
1087,Bacillus thermoproteolyticus
1088,Bacillus thuringiensis
1089,Bacillus vallismortis
1090,Bacillus velezensis
1091,Bacillus virus
1092,Bacillusphage phiE
1093,Backhousia citriodora
1094,Bacopa monnieri
1095,bacteria endosymbiont
1096,bacteriophage phi1.2
1097,bacteriophage PK1A
1098,bacteriophage PK1E
1099,bacteriophage SP8
1100,bacteriophage T6r+
1101,Bacteriovorax stolpii
1102,Bacterium aroideae
1103,bacterium AT2
1104,bacterium B-358
1105,Bacterium cadaveris
1106,bacterium CSBL00001
1107,bacterium enrichment
1108,Bacterium mycoides
1109,bacterium perc1ace
1110,bacterium strain
1111,bacterium YT01
1112,Bacteroides dorei
1113,Bacteroides eggerthii
1114,Bacteroides fragilis
1115,Bacteroides heparinolyticus
1116,Bacteroides intestinalis
1117,Bacteroides JY-6
1118,Bacteroides ovatus
1119,Bacteroides plebeius
1120,Bacteroides polypragmatus
1121,Bacteroides sp.
1122,Bacteroides stercoris
1123,Bacteroides thetaiotaomicron
1124,Bacteroides uniformis
1125,Bacteroides vulgatus
1126,Bacteroides xylanisolvens
1127,Bacteroides xylanolyticus
1128,Bactris gasipaes
1129,Bactrocera correcta
1130,Bactrocera dorsalis
1131,Bactrocera oleae
1132,Bagrus bajad
1133,Balaenoptera physalus
1134,Balamuthia mandrillaris
1135,Balanus cariosus
1136,Baliospermum montanum
1137,Balistes capriscus
1138,Balnearium lithotrophicum
1139,bamboo mosaic
1140,Bambusa oldhamii
1141,Bambusa sp.
1142,Bangia fuscopurpurea
1143,Banna virus
1144,Baptisia australis
1145,Barbarea intermedia
1146,Barbarea vurlgaris
1147,Barbonymus gonionotus
1148,Barbus barbus
1149,barley yellow
1150,Barnadesia spinosa
1151,Bartonella bacilliformis
1152,Bartonella birtlesii
1153,Bartonella henselae
1154,Bartonella quintana
1155,Bartonella vinsonii
1156,Basidiobolus haptosporus
1157,Bassia scoparia
1158,Bathymodiolus septemdierum
1159,Batis maritima
1160,Batocera horsfieldi
1161,Batrachoididae gen.
1162,Bauhinia monandra
1163,Bazzania trilobata
1164,Bdellovibrio bacteriovorus
1165,Beauveria bassiana
1166,Beckmannia syzigachne
1167,Beggiatoa alba
1168,Beggiatoa leptomitoformis
1169,Beggiatoa sp.
1170,Bellamya chinensis
1171,Bellis perennis
1172,Beltraniella portoricensis
1173,Bemisia argentifolia
1174,Bemisia argentifolii
1175,Bemisia tabaci
1176,Benincasa hispida
1177,Benjaminiella poitrasii
1178,Berberis aggregata
1179,Berberis angulosa
1180,Berberis aristata
1181,Berberis beaniana
1182,Berberis bretschneideri
1183,Berberis canadensis
1184,Berberis carminea
1185,Berberis crataegina
1186,Berberis dictyophylla
1187,Berberis gagnepainii
1188,Berberis henryana
1189,Berberis julianae
1190,Berberis koetineana
1191,Berberis laxifolia
1192,Berberis nervosa
1193,Berberis regeliana
1194,Berberis stenophylla
1195,Berberis stolonifera
1196,Berberis taliensis
1197,Berberis thunbergii
1198,Berberis turcomanica
1199,Berberis vulgaris
1200,Berberis wilsoniae
1201,Bergera koenigii
1202,Bergeriella denitrificans
1203,Bermanella marisrubri
1204,Berryteuthis magister
1205,Berteroa incana
1206,Besnoitia darlingi
1207,Beta vulgaris
1208,Betacoronavirus 1
1209,Betaphycus gelatinus
1210,Betula pendula
1211,Betula platyphylla
1212,Bicyclus anynana
1213,Bienertia sinuspersici
1214,Bifidobacterium adolescentis
1215,Bifidobacterium angulatum
1216,Bifidobacterium animalis
1217,Bifidobacterium apri
1218,Bifidobacterium asteroides
1219,Bifidobacterium bifidum
1220,Bifidobacterium bombi
1221,Bifidobacterium boum
1222,Bifidobacterium breve
1223,Bifidobacterium choerinum
1224,Bifidobacterium dentium
1225,Bifidobacterium gallicum
1226,Bifidobacterium longum
1227,Bifidobacterium mongoliense
1228,Bifidobacterium pseudocatenulatum
1229,Bifidobacterium pseudolongum
1230,Bifidobacterium reuteri
1231,Bifidobacterium sp.
1232,Bifidobacterium thermacidophilum
1233,Bifidobacterium thermophilum
1234,Bigelowiella natans
1235,Bignonia unguis-cati
1236,Billardiera heterophylla
1237,Bilophila wadsworthia
1238,Biomphalaria glabrata
1239,Bipolaris maydis
1240,Bipolaris oryzae
1241,Bipolaris sorokiniana
1242,Bipolaris sp.
1243,Bipolaris zeicola
1244,Biscutella lyrata
1245,Bison bison
1246,Bispora sp.
1247,Bitis arietans
1248,Bitis gabonica
1249,Bitis nasicornis
1250,Bixa orellana
1251,Bizionia argentinensis
1252,Bizionia sp.
1253,Bjerkandera adusta
1254,Bjerkandera fumosa
1255,Bjerkandera sp.
1256,Blaberus craniifer
1257,Blaberus fuscus
1258,black beetle
1259,Blackberry virus
1260,Blakeslea trispora
1261,Blastobacter aminovorus
1262,Blastobacter sp.
1263,Blastobotrys adeninivorans
1264,Blastochloris sulfoviridis
1265,Blastochloris viridis
1266,Blastocladiella emersonii
1267,Blastocystis hominis
1268,Blastocystis sp.
1269,Blastomyces dermatitidis
1270,Blattella germanica
1271,Blautia obeum
1272,Blautia producta
1273,Blautia sp.
1274,Blighia sapida
1275,Blitum petiolare
1276,Blotched snakehead
1277,blueberry scorch
1278,bluetongue virus
1279,Blumenbachia hieronymi
1280,Blumeria graminis
1281,Bocconia cordata
1282,Boiga dendrophila
1283,Boiga irregularis
1284,Boletus erythropus
1285,Bombus appositus
1286,Bombus atratus
1287,Bombus hortorum
1288,Bombus ignitus
1289,Bombus lucorum
1290,Bombus nevadensis
1291,Bombus occidentalis
1292,Bombus pascuorum
1293,Bombus sp.
1294,Bombus terrestris
1295,Bombus vestalis
1296,Bombyx mori
1297,Bonnemaisonia hamifera
1298,Boolarra virus
1299,Boops boops
1300,Borago officinalis
1301,Borassus flabellifer
1302,Bordetella avium
1303,Bordetella bronchiseptica
1304,Bordetella parapertussis
1305,Bordetella pertussis
1306,Bordetella petrii
1307,Bordetella sp.
1308,Boreogadus saida
1309,Borrelia hermsii
1310,Borrelia lonestari
1311,Borrelia miyamotoi
1312,Borrelia persica
1313,Borrelia recurrentis
1314,Borrelia sp.
1315,Borreliella burgdorferi
1316,Bos grunniens
1317,Bos indicus
1318,Bos mutus
1319,Bos taurus
1320,Boscia senegalensis
1321,Bosea sp.
1322,Bothriechis schlegelii
1323,Bothriocephalus scorpii
1324,Bothriochloa biloba
1325,Bothriochloa bladhii
1326,Bothriochloa pertusa
1327,Bothrocophias hyoprora
1328,Bothrops alcatraz
1329,Bothrops alternatus
1330,Bothrops asper
1331,Bothrops atrox
1332,Bothrops bilineatus
1333,Bothrops brazili
1334,Bothrops colombiensis
1335,Bothrops cotiara
1336,Bothrops diporus
1337,Bothrops erythromelas
1338,Bothrops fonsecai
1339,Bothrops insularis
1340,Bothrops itapetiningae
1341,Bothrops jararaca
1342,Bothrops jararacussu
1343,Bothrops leucurus
1344,Bothrops marajoensis
1345,Bothrops matogrossensis
1346,Bothrops moojeni
1347,Bothrops neuwiedi
1348,Bothrops pauloensis
1349,Bothrops pirajai
1350,Bothrops pradoi
1351,Bothrops pubescens
1352,Bothrops sp.
1353,Bothrops spp.
1354,Bothrops taeniatus
1355,Botryllus schlosseri
1356,Botryococcus braunii
1357,Botryosphaeria berengeriana
1358,Botrytis allii
1359,Botrytis cinerea
1360,Botrytis fabae
1361,Boucerosia umbellata
1362,Bougainvillea spectabilis
1363,Bougainvillea x
1364,Bouvardia ternifolia
1365,Bovine alphaherpesvirus
1366,bovine coronavirus
1367,Bovine gammaherpesvirus
1368,bovine immunodeficiency
1369,Bovine rotavirus
1370,Bovine viral
1371,Bovista sp.
1372,Brachiaria hybrid
1373,Brachylagus idahoensis
1374,Brachypodium distachyon
1375,Brachyspira hyodysenteriae
1376,Brachyspira pilosicoli
1377,Bradypus tridactylus
1378,Bradyrhizobium diazoefficiens
1379,Bradyrhizobium elkanii
1380,Bradyrhizobium japonicum
1381,Bradyrhizobium lupini
1382,Bradyrhizobium oligotrophicum
1383,Bradyrhizobium sp.
1384,Branchiostoma belcheri
1385,Branchiostoma floridae
1386,Branchiostoma japonicum
1387,Branchiostoma lanceolatum
1388,Branta leucopsis
1389,Brassica capitata
1390,Brassica carinata
1391,Brassica caulorapa
1392,Brassica insularis
1393,Brassica juncea
1394,Brassica napus
1395,Brassica nigra
1396,Brassica oleracea
1397,Brassica rapa
1398,Brassica sp.
1399,Brettanomyces abstinens
1400,Brettanomyces anomalus
1401,Brettanomyces bruxellensis
1402,Brettanomyces naardenensis
1403,Brevibacillus agri
1404,Brevibacillus brevis
1405,Brevibacillus centrosporus
1406,Brevibacillus choshinensis
1407,Brevibacillus formosus
1408,Brevibacillus laterosporus
1409,Brevibacillus reuszeri
1410,Brevibacillus sp.
1411,Brevibacillus thermoruber
1412,Brevibacterium epidermidis
1413,Brevibacterium flavum
1414,Brevibacterium fuscum
1415,Brevibacterium helvolum
1416,Brevibacterium ketosoreductum
1417,Brevibacterium L5
1418,Brevibacterium leucinophagum
1419,Brevibacterium linens
1420,Brevibacterium lipolyticum
1421,Brevibacterium pentosoaminoacidicum
1422,Brevibacterium sp.
1423,Brevibacterium sterolicum
1424,Brevicoryne brassicae
1425,Brevundimonas diminuta
1426,Brevundimonas sp.
1427,Brevundimonas subvibrioides
1428,Brevundimonas vesicularis
1429,Briza maxima
1430,Brocadia sp.
1431,Brochothrix thermosphacta
1432,Brome mosaic
1433,Bromelia fastuosa
1434,Bromelia pinguin
1435,Bromus anomalus
1436,Bromus carinatus
1437,Bromus diandrus
1438,Bromus erectus
1439,Bromus fasciculatus
1440,Bromus hordeaceus
1441,Bromus inermis
1442,Bromus japonicus
1443,Bromus kalmii
1444,Bromus madritensis
1445,Bromus pictus
1446,Bromus rubens
1447,Bromus tectorum
1448,Brosme brosme
1449,Brucella abortus
1450,Brucella melitensis
1451,Brucella microti
1452,Brucella sp.
1453,Brucella suis
1454,Brugia malayi
1455,Brugia pahangi
1456,Brugmansia arborea
1457,Brugmansia sp.
1458,Brugmansia x
1459,Bruguiera gymnorhiza
1460,Bruguiera sexangula
1461,Bryonia dioica
1462,Bryophyllum calycinum
1463,Bryophyllum fedtschenkoi
1464,Bryophyllum pinnatum
1465,Bryophyllum sp.
1466,Bryopsis corticulans
1467,Bryopsis maxima
1468,Bryum argenteum
1469,Bryum sp.
1470,Bubalus bubalis
1471,Bubalus sp.
1472,Bubo bubo
1473,Bubo scandiacus
1474,Bubo virginianus
1475,Buccinum isaotakii
1476,Buccinum undatum
1477,Buchnera aphidicola
1478,Buckleyzyma aurantiaca
1479,Buddleja davidii
1480,Bufo bufo
1481,Bufo gargarizans
1482,Bufo japonicus
1483,Bufo vulgaris
1484,Bulinus truncatus
1485,Bumilleriopsis filiformis
1486,Bumilleriopsis peterseniana
1487,Bungarus caeruleus
1488,Bungarus fasciatus
1489,Bungarus multicinctus
1490,Bungarus sindanus
1491,Bupleurum chinense
1492,Bupleurum falcatum
1493,Burkholderia ambifaria
1494,Burkholderia cenocepacia
1495,Burkholderia cepacia
1496,Burkholderia dolosa
1497,Burkholderia gladioli
1498,Burkholderia glumae
1499,Burkholderia lata
1500,Burkholderia mallei
1501,Burkholderia multivorans
1502,Burkholderia plantarii
1503,Burkholderia pseudomallei
1504,Burkholderia sp.
1505,Burkholderia stabilis
1506,Burkholderia thailandensis
1507,Burkholderia vietnamiensis
1508,Burkholderia virus
1509,Bursa sp.
1510,Bursaphelenchus xylophilus
1511,Bussuquara virus
1512,Busycotypus canaliculatum
1513,Busycotypus canaliculatus
1514,Butia capitata
1515,butyrate-producing bacterium
1516,Butyribacterium methylotrophicum
1517,Butyricicoccus porcorum
1518,Butyrivibrio crossotus
1519,Butyrivibrio fibrisolvens
1520,Butyrivibrio hungatei
1521,Butyrivibrio proteoclasticus
1522,Butyrivibrio sp.
1523,Byssochlamys fulva
1524,Byssochlamys nivea
1525,Byssochlamys spectabilis
1526,Bythograea thermydron
1527,C3-plants 
1528,Cacoxenus indagator
1529,Cadra cautella
1530,Caecomyces communis
1531,Caecomyces sp.
1532,Caenorhabditis briggsae
1533,Caenorhabditis elegans
1534,Caenorhabditis remanei
1535,Caesalpinia bondue
1536,Cafeteria roenbergensis
1537,Cafeteria sp.
1538,Cairina moschata
1539,Cajanus cajan
1540,Cajanus indicus
1541,Cakile maritima
1542,Calamagrostis arundinacea
1543,Calamagrostis canescens
1544,Calamagrostis foliosa
1545,Calamagrostis nutkaensis
1546,Calamagrostis stricta
1547,Calanus finmarchicus
1548,Calcalispora hiemalis
1549,Caldalkalibacillus thermarum
1550,Caldanaerobacter subterraneus
1551,Caldanaerobius polysaccharolyticus
1552,Caldariella acidophila
1553,Caldibacillus cellulovorans
1554,Caldicellulosiruptor bescii
1555,Caldicellulosiruptor kronotskyensis
1556,Caldicellulosiruptor lactoaceticus
1557,Caldicellulosiruptor obsidiansis
1558,Caldicellulosiruptor owensensis
1559,Caldicellulosiruptor saccharolyticus
1560,Caldicellulosiruptor sp.
1561,Caldivirga maquilingensis
1562,Caldococcus noboribetus
1563,Calendula officinalis
1564,Calla palustris
1565,Calliactis parasitica
1566,Calliandra brevipes
1567,Callimico goeldii
1568,Callimorpha dominula
1569,Callinectes danae
1570,Callinectes ornatus
1571,Callinectes sapidus
1572,Calliphora vicina
1573,Callista chione
1574,Callistephus chinensis
1575,Callithrix argentata
1576,Callithrix jacchus
1577,Callithrix sp.
1578,Callitropsis nootkatensis
1579,Callopanchax sp.
1580,Callorhinus ursinus
1581,Calloselasma rhodostoma
1582,Callosobruchus chinensis
1583,Callosobruchus maculatus
1584,Callospermophilus lateralis
1585,Caloglossa continua
1586,Caloglossa leprieurii
1587,Caloglyphus redickorzevi
1588,Caloramator fervidus
1589,Calothrix sp.
1590,Calotropis procera
1591,Caluromys derbianus
1592,Calvatia cyanthiformis
1593,Calvatia gigantea
1594,Calyptogena kaikoi
1595,Calystegia sepium
1596,Cambarus affinis
1597,Camelina sativa
1598,Camelina sp.
1599,Camellia brevistyla
1600,Camellia granthamiana
1601,Camellia irrawadiensis
1602,Camellia japonica
1603,Camellia kissii
1604,Camellia lutchuensis
1605,Camellia oleifera
1606,Camellia petelotii
1607,Camellia ptilophylla
1608,Camellia sinensis
1609,Camelus bactrianus
1610,Camelus dromedarius
1611,Camelus sp.
1612,Caminibacter hydrogeniphilus
1613,Caminibacter mediatlanticus
1614,Caminibacter profundus
1615,Caminibacter sp.
1616,Campanula medium
1617,Campanula rotundifolia
1618,Camponotus japonicus
1619,Camptotheca acuminata
1620,Campylobacter coli
1621,Campylobacter concisus
1622,Campylobacter curvus
1623,Campylobacter fetus
1624,Campylobacter hominis
1625,Campylobacter jejuni
1626,Campylobacter lari
1627,Campylobacter sp.
1628,Campylopus introflexus
1629,Cananga odorata
1630,Canavalia brasiliensis
1631,Canavalia ensiformis
1632,Canavalia gladiata
1633,Canavalia lineata
1634,Canavalia rosea
1635,Canavalia sp.
1636,Cancer antennarius
1637,Cancer irroratus
1638,Cancer jordani
1639,Cancer pagurus
1640,Cancer productus
1641,Candida africana
1642,Candida albicans
1643,Candida arabinofermentans
1644,Candida boidinii
1645,Candida bororiensis
1646,Candida brassicae
1647,Candida cariosilignicola
1648,Candida cloacae
1649,Candida cyclindraceae
1650,Candida cylindracea
1651,Candida diddensiae
1652,Candida dubliniensis
1653,Candida elegans
1654,Candida glabrata
1655,Candida glycerinogenes
1656,Candida gropengiesseri
1657,Candida guilliermondii
1658,Candida intermedia
1659,Candida macedoniensis
1660,Candida maltosa
1661,Candida maris
1662,Candida methanolica
1663,Candida methanolovescens
1664,Candida methanosorbosa
1665,Candida methylica
1666,Candida mogii
1667,Candida mycoderma
1668,Candida nitratophila
1669,Candida olea
1670,Candida parapsilosis
1671,Candida saitoana
1672,Candida sake
1673,Candida silvanorum
1674,Candida sithepensis
1675,Candida sonorensis
1676,Candida sp.
1677,Candida succiphila
1678,Candida tenuis
1679,Candida tropicalis
1680,Candida viswanathii
1681,Candidatus Accumulibacter
1682,Candidatus Anammoxoglobus
1683,Candidatus Arcobacter
1684,Candidatus Arthromitus
1685,Candidatus Atelocyanobacterium
1686,Candidatus Bathyarchaeota
1687,Candidatus Blochmannia
1688,Candidatus Brocadia
1689,Candidatus Cloacimonas
1690,Candidatus Desulforudis
1691,Candidatus Endoriftia
1692,Candidatus Filomicrobium
1693,Candidatus Jettenia
1694,Candidatus Korarchaeum
1695,Candidatus Koribacter
1696,Candidatus Kuenenia
1697,Candidatus Liberibacter
1698,Candidatus Maribeggiatoa
1699,Candidatus Methanoplasma
1700,Candidatus Methylomirabilis
1701,Candidatus Micrarchaeum
1702,Candidatus Nitrosocaldus
1703,Candidatus Nitrososphaera
1704,Candidatus Nitrosotalea
1705,Candidatus Parcubacteria
1706,Candidatus Pelagibacter
1707,Candidatus Phytoplasma
1708,Candidatus Protochlamydia
1709,Candidatus Puniceispirillum
1710,Candidatus Ruthia
1711,Candidatus Scalindua
1712,Candidatus Solibacter
1713,Candidatus Thiobios
1714,Candidatus Thiodictyon
1715,Candidatus Vesicomyosocius
1716,Canid alphaherpesvirus
1717,canine hepacivirus
1718,Canis lupus
1719,Canis sp.
1720,Canna indica
1721,Cannabis sativa
1722,Cantharellus cibarius
1723,Cantharellus formosus
1724,Cantharus undosus
1725,Capitella capitata
1726,Capitella teleta
1727,Capitulum mitella
1728,Capnocytophaga gingivalis
1729,Capnocytophaga granulosa
1730,Capnocytophaga ochracea
1731,Capnocytophaga sputigena
1732,Capnoides sempervirens
1733,Capra aegagrus
1734,Capra capra
1735,Capra hircus
1736,Capra sp.
1737,Caprella sp.
1738,Capreolus capreolus
1739,Capsaspora owczarzaki
1740,Capsella bursa-pastoris
1741,Capsella rubella
1742,Capsicum annuum
1743,Capsicum chacoense
1744,Capsicum chinense
1745,Capsicum frutescens
1746,Capsicum sp.
1747,Caragana jubata
1748,Caranx chrysos
1749,Carapichea ipecacuanha
1750,Carassius auratus
1751,Carassius carassius
1752,Carboxydothermus hydrogenoformans
1753,Carcharhinus acronotus
1754,Carcharhinus falciformis
1755,Carcharhinus limbatus
1756,Carcharhinus obscurus
1757,Carcinoscorpius rotundicauda
1758,Carcinus aestuarii
